ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,BEGIN_MONTH,AGES,WORKING_YEAR,STATUS
5139813,M,N,Y,0,108000.0,Working,Secondary special,Married,House / apartment,1,1,0,Laborers,2,40.0,43,20,C
5096254,M,N,N,2More,247500.0,Working,Secondary special,Married,Office apartment,1,1,0,Laborers,3More,4.0,38,8,X
5143362,F,N,Y,0,126000.0,Working,Secondary special,Married,House / apartment,1,1,0,High skill tech staff,2,43.0,62,6,C
5105755,M,Y,N,0,634500.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,2,9.0,47,7,X
5053051,F,N,Y,0,67500.0,Pensioner,Secondary special,Married,House / apartment,0,1,0,Other,2,37.0,56,0,C
5099946,F,Y,N,0,185400.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Laborers,2,58.0,40,8,C
5117088,M,Y,N,0,225000.0,Commercial associate,Secondary special,Separated,House / apartment,0,0,0,Other,1,49.0,51,24,C
5045533,M,Y,N,2More,225000.0,State servant,Higher education,Married,With parents,0,0,0,High skill tech staff,3More,44.0,29,4,C
5065566,F,N,N,1,135000.0,Working,Secondary special,Widow,House / apartment,0,0,0,Sales staff,2,11.0,37,0,C
5048101,F,Y,Y,1,157500.0,Working,Lower secondary,Married,House / apartment,0,0,0,Sales staff,3More,18.0,39,3,C
5090409,M,N,N,0,90000.0,Working,Secondary special,Widow,Municipal apartment,1,1,0,Sales staff,1,17.0,54,9,X
5053507,M,Y,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2,15.0,59,9,0
5139955,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,2,39.0,32,1,X
5065568,F,N,N,1,135000.0,Working,Secondary special,Widow,House / apartment,0,0,0,Sales staff,2,9.0,37,0,0
5066522,F,N,Y,0,144000.0,Working,Secondary special,Married,House / apartment,1,1,0,Laborers,2,8.0,54,29,X
5135818,F,N,Y,0,90000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Laborers,2,41.0,53,7,C
5099881,F,N,Y,0,112500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,0,1,1,Other,1,6.0,28,0,0
5023693,F,N,Y,0,135000.0,Working,Secondary special,Single / not married,House / apartment,0,0,0,Other,1,2.0,41,9,0
5137211,M,Y,N,0,90000.0,Working,Secondary special,Married,House / apartment,1,0,0,Drivers,2,28.0,50,4,X
5126200,F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,0,1,0,Accountants,2,26.0,31,6,X
5149082,F,N,Y,0,76500.0,Working,Secondary special,Married,House / apartment,0,0,0,Sales staff,2,43.0,44,4,C
5087864,F,Y,Y,0,112500.0,Pensioner,Secondary special,Married,Rented apartment,0,0,0,Other,2,12.0,66,0,C
5126727,F,N,Y,2More,112500.0,Working,Secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,3More,60.0,37,6,C
5095772,F,N,N,0,139500.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1,0,Sales staff,1,39.0,24,0,C
5113731,F,Y,Y,2More,90000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Accountants,3More,16.0,42,9,C
5115561,F,N,N,0,121500.0,Commercial associate,Secondary special,Civil marriage,Municipal apartment,1,0,0,Laborers,2,9.0,37,1,0
5149759,F,N,Y,1,180000.0,State servant,Secondary special,Single / not married,House / apartment,0,1,0,Medicine staff,2,14.0,36,10,C
5010965,F,N,N,0,256500.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,HR staff,2,46.0,30,7,X
5046095,F,N,Y,0,157500.0,Pensioner,Secondary special,Widow,House / apartment,0,0,0,Other,1,12.0,64,0,0
5132440,F,N,Y,1,315000.0,Working,Secondary special,Married,House / apartment,0,0,0,High skill tech staff,3More,9.0,46,2,C
5023410,F,N,Y,0,112500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,33.0,59,0,C
5068169,M,Y,Y,1,310500.0,Working,Higher education,Married,House / apartment,0,0,1,IT staff,3More,22.0,30,8,C
5068724,F,N,N,0,180000.0,Working,Secondary special,Single / not married,House / apartment,0,0,1,Cooking staff,1,24.0,40,3,C
5022262,F,N,Y,1,157500.0,Working,Secondary special,Married,House / apartment,0,0,0,Other,3More,15.0,43,4,C
5009195,F,N,N,0,292500.0,State servant,Secondary special,Married,House / apartment,1,1,0,Accountants,2,21.0,57,23,X
5066400,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Other,3More,28.0,43,4,C
5033833,M,Y,Y,1,112500.0,Working,Secondary special,Married,House / apartment,1,0,1,Drivers,3More,56.0,34,1,C
5066931,M,N,Y,0,391500.0,Working,Secondary special,Separated,House / apartment,0,0,0,Security staff,1,55.0,48,4,C
5067833,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,0,0,1,Other,2,45.0,58,1,C
5085766,M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,0,0,0,Managers,3More,30.0,31,13,C
5115568,M,N,Y,0,126000.0,Pensioner,Secondary special,Married,Rented apartment,0,0,0,Other,2,2.0,45,0,0
5090636,F,Y,Y,0,117000.0,Working,Secondary special,Separated,House / apartment,1,0,0,Sales staff,1,4.0,52,4,X
5142119,M,N,Y,0,157500.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,2,34.0,37,2,C
5113272,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Managers,3More,41.0,41,4,1
5048416,F,N,Y,0,229500.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,2,27.0,45,3,X
5046040,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,0,0,0,Managers,2,27.0,48,23,X
5061953,M,Y,N,0,135000.0,Working,Secondary special,Single / not married,Municipal apartment,0,0,0,Laborers,1,15.0,33,4,X
5116547,F,N,N,0,135000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,7.0,58,0,0
5100435,M,Y,Y,2More,450000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Managers,3More,25.0,35,1,C
5042108,F,N,N,0,144000.0,Working,Secondary special,Married,Municipal apartment,1,1,0,Sales staff,2,54.0,45,27,C
5145891,F,N,Y,0,90000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,31.0,55,0,C
5135758,M,N,Y,2More,225000.0,State servant,Higher education,Married,House / apartment,0,0,0,Other,3More,30.0,35,12,C
5046016,F,N,Y,0,103500.0,State servant,Secondary special,Civil marriage,House / apartment,0,0,0,Cooking staff,2,18.0,30,1,C
5095629,F,N,N,1,171261.0,State servant,Secondary special,Single / not married,Rented apartment,0,0,0,Medicine staff,2,29.0,26,1,0
5146331,F,N,Y,0,202500.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Sales staff,2,27.0,44,1,X
5024905,F,N,N,0,94500.0,Commercial associate,Secondary special,Married,House / apartment,1,0,0,Sales staff,2,58.0,41,5,X
5091074,M,N,Y,0,202500.0,Working,Secondary special,Married,House / apartment,0,0,1,Laborers,2,32.0,36,13,X
5114500,M,N,N,2More,180000.0,Working,Secondary special,Married,House / apartment,0,0,1,Laborers,3More,52.0,27,6,X
5032294,F,N,Y,0,157500.0,State servant,Secondary special,Married,House / apartment,0,0,0,Other,2,11.0,53,9,C
5069226,F,Y,Y,0,247500.0,Commercial associate,Secondary special,Married,House / apartment,0,1,0,Sales staff,2,8.0,47,2,0
5090173,F,N,Y,0,333000.0,Working,Secondary special,Civil marriage,House / apartment,0,1,1,Core staff,2,7.0,53,1,C
5009646,M,N,N,0,117000.0,Working,Secondary special,Single / not married,House / apartment,1,0,0,Low-skill Laborers,1,15.0,40,10,X
5113015,F,N,Y,1,112500.0,Working,Secondary special,Married,Municipal apartment,0,0,0,Medicine staff,3More,11.0,46,9,X
5022652,M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,3More,34.0,32,0,C
5044663,F,N,Y,0,76500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,44.0,61,0,X
5054640,F,N,Y,2More,180000.0,Working,Secondary special,Married,House / apartment,0,1,0,Sales staff,3More,6.0,37,1,X
5024772,F,Y,Y,0,202500.0,Working,Secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1,26.0,23,2,X
5089487,F,N,N,2More,315000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Managers,3More,20.0,35,0,0
5126737,M,N,Y,0,229500.0,Working,Secondary special,Single / not married,House / apartment,1,1,0,Drivers,1,8.0,45,3,0
5091107,M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Other,2,16.0,67,0,X
5036715,M,N,Y,1,225000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Laborers,3More,3.0,27,2,0
5078937,M,N,Y,0,157500.0,Pensioner,Secondary special,Civil marriage,House / apartment,0,1,0,Other,2,27.0,60,0,0
5062669,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,3More,40.0,40,12,C
5010872,M,Y,Y,1,450000.0,Commercial associate,Secondary special,Married,House / apartment,0,1,1,Core staff,3More,32.0,49,1,0
5116824,F,N,Y,1,265500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,3More,48.0,32,11,C
5142496,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Private service staff,3More,26.0,42,7,C
5085905,F,N,Y,2More,243000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,3More,25.0,27,9,C
5061701,F,Y,Y,0,135000.0,Commercial associate,Secondary special,Married,House / apartment,0,1,1,High skill tech staff,2,48.0,48,5,C
5096619,F,N,N,1,135000.0,Working,Secondary special,Married,House / apartment,0,1,0,Laborers,3More,22.0,39,4,X
5028261,F,Y,Y,1,130500.0,Working,Secondary special,Married,House / apartment,0,0,0,Cooking staff,3More,33.0,38,15,C
5132935,F,N,Y,1,157500.0,State servant,Secondary special,Single / not married,House / apartment,0,0,0,Waiters/barmen staff,2,37.0,34,3,X
5143623,F,N,N,0,135000.0,Working,Secondary special,Married,House / apartment,0,0,0,Sales staff,2,52.0,43,5,C
5021789,F,Y,Y,2More,157500.0,Working,Secondary special,Married,House / apartment,0,0,0,High skill tech staff,3More,40.0,41,18,X
5008910,F,N,Y,0,297000.0,Commercial associate,Secondary special,Single / not married,Rented apartment,0,0,0,Laborers,1,21.0,42,8,C
5062604,F,Y,Y,0,360000.0,Working,Secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,55.0,50,4,X
5089711,M,N,N,0,130500.0,Working,Secondary special,Single / not married,With parents,0,0,0,Laborers,1,44.0,32,9,C
5105910,F,Y,N,0,112500.0,Working,Higher education,Married,With parents,1,1,0,Core staff,2,5.0,28,4,0
5033862,M,N,Y,2More,171000.0,Working,Higher education,Married,With parents,1,0,0,Laborers,3More,18.0,39,6,X
5023994,M,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,0,0,0,Other,2,56.0,58,3,X
5089937,F,N,Y,0,157500.0,State servant,Higher education,Single / not married,House / apartment,0,0,0,Other,1,52.0,54,2,C
5116631,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,0,0,0,Other,2,21.0,28,6,C
5112737,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2,47.0,50,7,C
5022898,F,N,Y,1,135000.0,Commercial associate,Secondary special,Civil marriage,House / apartment,0,0,1,Other,3More,45.0,29,6,C
5024004,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2,36.0,29,7,C
5099973,F,N,N,0,180000.0,Working,Secondary special,Civil marriage,House / apartment,0,1,0,Security staff,2,38.0,27,4,C
5149685,F,Y,Y,2More,405000.0,Working,Secondary special,Married,House / apartment,0,0,0,Accountants,3More,44.0,38,10,C
5096107,F,Y,N,2More,112500.0,Working,Secondary special,Civil marriage,House / apartment,1,1,0,Sales staff,3More,6.0,29,1,0
5053103,M,N,N,0,130500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Other,2,16.0,67,0,C
5135654,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,3More,14.0,30,3,C
5146120,F,N,N,0,54000.0,Pensioner,Secondary special,Single / not married,House / apartment,0,0,0,Other,1,15.0,55,0,C
5114072,F,N,N,0,135000.0,Working,Secondary special,Married,House / apartment,0,0,0,Sales staff,2,9.0,41,2,C
5053963,F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,1,1,0,Core staff,2,17.0,36,6,0
5145990,F,N,Y,0,112500.0,Commercial associate,Secondary special,Single / not married,House / apartment,0,0,0,Other,1,21.0,22,1,C
5118005,F,N,N,0,135000.0,Commercial associate,Secondary special,Single / not married,House / apartment,0,1,0,Other,1,17.0,50,1,X
5125297,F,N,Y,0,148500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,5.0,57,0,0
5126343,F,Y,N,0,216000.0,Commercial associate,Higher education,Married,Municipal apartment,0,0,1,Other,2,33.0,29,4,X
5010699,F,Y,Y,2More,292500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Sales staff,3More,4.0,38,8,X
5062462,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,1,1,0,Managers,2,35.0,37,0,C
5100277,M,Y,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Other,2,56.0,56,0,C
5061718,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,0,0,0,Other,1,26.0,66,0,X
5139314,M,Y,Y,0,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,48.0,27,1,C
5118011,M,N,N,0,90000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Other,2,21.0,50,2,C
5126537,F,Y,N,0,112500.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,2,22.0,28,9,C
5092151,F,N,Y,0,292500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,20.0,51,0,X
5125961,F,N,Y,0,166500.0,Commercial associate,Secondary special,Single / not married,House / apartment,0,1,0,Laborers,1,42.0,44,7,C
5142283,M,Y,N,1,360000.0,Working,Secondary special,Married,House / apartment,0,0,0,Managers,3More,14.0,33,12,C
5035492,F,N,Y,0,135000.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,2,51.0,49,5,C
5022541,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,1,Core staff,1,19.0,32,5,0
5052589,F,N,Y,0,135000.0,Working,Secondary special,Single / not married,House / apartment,0,1,0,Other,1,25.0,60,0,X
5111126,F,N,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,1,1,0,Core staff,1,22.0,42,21,C
5028385,M,Y,N,0,337500.0,Working,Secondary special,Single / not married,With parents,0,0,0,Core staff,1,51.0,31,9,C
5112802,M,Y,Y,1,292500.0,Working,Secondary special,Married,House / apartment,0,1,0,Laborers,3More,58.0,45,12,C
5025866,F,N,Y,0,112500.0,Pensioner,Secondary special,Widow,House / apartment,0,0,0,Other,1,49.0,57,0,X
5135700,F,N,N,0,135000.0,Working,Secondary special,Married,House / apartment,0,0,0,Private service staff,2,22.0,30,4,C
5095762,F,Y,N,0,90000.0,Pensioner,Secondary special,Married,House / apartment,0,1,0,Other,2,14.0,60,0,C
5078906,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Sales staff,3More,37.0,37,5,0
5149066,M,Y,Y,2More,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Other,3More,28.0,40,0,C
5148567,F,N,Y,0,112500.0,Working,Secondary special,Married,House / apartment,0,0,0,Sales staff,2,50.0,52,14,C
5029627,F,N,Y,1,180000.0,Working,Secondary special,Married,With parents,0,1,1,Sales staff,3More,16.0,22,3,0
5126411,F,N,N,0,157500.0,Pensioner,Secondary special,Married,House / apartment,0,1,0,Other,2,4.0,58,0,0
5009317,F,Y,N,0,135000.0,Pensioner,Secondary special,Married,House / apartment,0,1,1,Other,2,27.0,55,0,0
5028502,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,0,0,1,Core staff,1,51.0,27,1,X
5148928,F,N,N,0,211500.0,Working,Secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,2,3.0,46,5,0
5062074,F,N,Y,0,135000.0,Working,Secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,5.0,48,5,X
5022038,M,N,Y,0,180000.0,Working,Secondary special,Married,House / apartment,0,0,1,Sales staff,2,24.0,27,3,C
5022922,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,0,1,0,Managers,1,45.0,33,7,C
5113148,F,Y,Y,0,202500.0,Commercial associate,Secondary special,Married,House / apartment,0,0,1,Other,2,29.0,42,11,C
5029723,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,Core staff,3More,8.0,26,7,C
5009034,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,0,0,0,Other,2,31.0,51,0,C
5021735,F,N,Y,0,189000.0,Pensioner,Secondary special,Widow,House / apartment,0,0,0,Other,1,8.0,57,0,X
5068516,F,N,Y,0,135000.0,Commercial associate,Secondary special,Married,House / apartment,1,1,0,Core staff,2,10.0,43,7,C
5065630,F,N,Y,0,135000.0,Pensioner,Secondary special,Single / not married,House / apartment,0,0,0,Other,1,20.0,58,0,X
5058351,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,0,0,0,Other,1,20.0,67,0,C
5065770,F,N,Y,1,90000.0,Working,Secondary special,Civil marriage,House / apartment,1,0,0,Cooking staff,3More,4.0,25,1,X
5009986,F,Y,Y,0,180000.0,State servant,Secondary special,Married,House / apartment,0,0,0,Medicine staff,2,5.0,56,10,0
5149292,F,Y,Y,1,225000.0,Working,Secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,3More,20.0,42,0,C
5066657,M,Y,Y,0,90000.0,Working,Secondary special,Married,With parents,1,0,0,Other,2,23.0,30,8,C
5137278,M,Y,N,1,234000.0,Working,Secondary special,Married,House / apartment,1,0,0,Laborers,3More,32.0,35,13,C
5046102,F,N,Y,0,99000.0,Pensioner,Secondary special,Separated,House / apartment,0,1,0,Other,1,36.0,58,0,C
5117976,F,Y,N,0,144000.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,Other,2,39.0,26,2,X
5132906,F,N,Y,0,180000.0,Commercial associate,Secondary special,Married,House / apartment,0,1,0,Other,2,37.0,28,6,C
5095980,F,Y,N,0,225000.0,Commercial associate,Secondary special,Civil marriage,With parents,1,0,0,High skill tech staff,2,38.0,44,2,X
5090596,M,Y,N,0,189000.0,Working,Secondary special,Civil marriage,With parents,0,0,0,Security staff,2,59.0,34,1,C
5118299,F,N,N,2More,139500.0,Working,Incomplete higher,Married,With parents,1,1,0,Core staff,3More,47.0,36,8,C
5046107,F,N,Y,2More,202500.0,Working,Secondary special,Civil marriage,House / apartment,0,0,0,Cleaning staff,3More,1.0,37,10,0
5096448,F,N,N,1,144000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Other,3More,9.0,34,3,0
5028808,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Other,3More,48.0,33,1,C
5048323,M,Y,Y,1,270000.0,Working,Secondary special,Married,House / apartment,1,0,0,Drivers,3More,4.0,50,10,0
5104952,M,Y,Y,1,225000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Drivers,3More,17.0,37,5,0
5117589,F,N,N,2More,135000.0,Working,Secondary special,Separated,House / apartment,1,0,0,Laborers,3More,5.0,36,3,0
5033612,F,N,Y,1,225000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,High skill tech staff,3More,1.0,39,15,0
5143456,M,Y,Y,0,247500.0,State servant,Secondary special,Civil marriage,House / apartment,0,0,0,High skill tech staff,2,12.0,32,4,C
5091911,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,Managers,2,7.0,30,6,X
5142262,F,Y,N,0,180000.0,Working,Higher education,Married,Municipal apartment,0,0,0,Other,2,45.0,49,5,C
5023546,M,Y,Y,0,90900.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,2,40.0,59,6,C
5045499,M,N,Y,2More,360000.0,Working,Secondary special,Married,House / apartment,0,0,0,Drivers,3More,45.0,48,3,C
5137438,F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Laborers,3More,17.0,33,2,C
5068783,F,N,N,0,180000.0,Working,Secondary special,Single / not married,With parents,1,1,0,Private service staff,1,2.0,36,10,0
5033532,F,N,N,0,117000.0,Working,Secondary special,Married,House / apartment,1,0,0,Core staff,2,48.0,28,0,C
5146567,M,N,Y,0,31500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,11.0,61,0,X
5068474,F,N,N,1,108000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Medicine staff,3More,55.0,41,1,C
5068683,M,N,Y,0,148500.0,Working,Secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,3.0,32,2,C
5010742,F,N,Y,0,157500.0,Working,Secondary special,Civil marriage,House / apartment,1,0,0,Waiters/barmen staff,2,46.0,32,13,X
5035513,F,N,N,1,202500.0,State servant,Secondary special,Single / not married,Municipal apartment,0,1,0,Cooking staff,2,21.0,52,17,C
5029728,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,Core staff,3More,7.0,26,7,X
5089473,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2,43.0,39,9,C
5114247,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,1,1,0,Other,3More,36.0,31,4,C
5090089,F,N,Y,1,134995.5,Working,Secondary special,Civil marriage,House / apartment,1,0,0,Laborers,3More,1.0,35,5,0
5062576,F,Y,Y,0,360000.0,Commercial associate,Secondary special,Married,Municipal apartment,0,0,0,Accountants,2,44.0,45,8,0
5089230,F,Y,N,0,180000.0,State servant,Secondary special,Single / not married,House / apartment,1,1,0,Core staff,1,6.0,48,22,0
5074619,F,N,Y,0,225000.0,Working,Secondary special,Married,House / apartment,0,0,0,Managers,2,47.0,47,5,0
5054069,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,Laborers,2,29.0,28,9,C
5093234,M,N,N,0,90000.0,Working,Secondary special,Civil marriage,House / apartment,0,0,0,Security staff,2,31.0,34,9,C
5093289,M,Y,Y,1,292500.0,Working,Secondary special,Married,With parents,0,0,0,Laborers,3More,2.0,32,4,0
5145693,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,1,1,0,Other,1,5.0,25,1,0
5067101,F,N,N,0,180000.0,Commercial associate,Secondary special,Single / not married,Municipal apartment,0,0,0,Sales staff,1,8.0,45,12,0
5058550,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Managers,1,5.0,54,10,0
5125935,F,N,Y,2More,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,1,0,0,Sales staff,3More,-0.0,27,5,0
5088986,F,N,N,2More,171000.0,Working,Secondary special,Married,House / apartment,1,1,0,Core staff,3More,7.0,40,3,C
5090856,F,N,Y,0,202500.0,Working,Secondary special,Married,House / apartment,1,1,0,Accountants,2,14.0,48,4,C
5113078,M,Y,Y,1,360000.0,Working,Secondary special,Single / not married,House / apartment,1,1,0,Drivers,2,39.0,40,20,0
5095924,F,N,N,0,76500.0,Pensioner,Secondary special,Married,House / apartment,0,1,0,Other,2,21.0,56,0,C
5062454,F,N,Y,0,81000.0,Working,Secondary special,Married,House / apartment,0,0,0,Medicine staff,2,59.0,42,4,C
5091022,F,N,N,0,157500.0,Working,Secondary special,Married,Municipal apartment,0,0,1,Medicine staff,2,21.0,38,18,C
5036509,F,Y,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Other,2,45.0,41,0,0
5036997,F,N,Y,0,225000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,50.0,57,0,0
5009716,M,N,N,0,180000.0,Working,Secondary special,Single / not married,House / apartment,1,1,0,Other,1,16.0,25,4,0
5114492,M,Y,Y,0,315000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Other,2,12.0,63,0,C
5068025,M,Y,Y,1,157500.0,State servant,Higher education,Married,House / apartment,0,0,0,Other,3More,48.0,31,6,C
5116792,F,N,Y,0,81000.0,Working,Secondary special,Married,House / apartment,1,1,0,Managers,2,3.0,53,8,0
5025973,M,N,Y,0,112500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,10.0,63,0,X
5092476,F,N,N,1,85500.0,State servant,Secondary special,Married,Municipal apartment,0,0,0,Core staff,3More,13.0,41,18,0
5054475,F,Y,Y,1,225000.0,Working,Secondary special,Civil marriage,House / apartment,1,1,0,Private service staff,3More,32.0,34,2,X
5091580,F,N,N,2More,225000.0,Working,Secondary special,Married,With parents,0,0,0,Sales staff,3More,29.0,33,6,C
5089643,M,N,N,1,157500.0,Working,Higher education,Separated,With parents,1,1,0,Laborers,2,11.0,29,3,C
5024903,F,N,N,0,225000.0,Working,Secondary special,Married,House / apartment,0,1,0,Sales staff,2,45.0,40,11,X
5117562,F,N,N,0,135000.0,Working,Secondary special,Married,House / apartment,1,0,0,Laborers,2,37.0,42,1,X
5010426,F,N,Y,0,67500.0,Working,Secondary special,Married,House / apartment,0,0,1,Medicine staff,2,23.0,42,0,C
5045653,F,Y,Y,0,157500.0,Working,Secondary special,Married,House / apartment,0,1,0,Other,2,6.0,40,6,C
5113423,F,N,N,0,270000.0,Working,Secondary special,Widow,House / apartment,0,0,0,Cooking staff,1,5.0,51,1,X
5026529,F,Y,Y,0,99000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,27.0,60,0,X
5078790,M,N,Y,0,157500.0,Commercial associate,Secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,47.0,39,2,0
5135934,F,N,N,0,76500.0,Pensioner,Secondary special,Widow,House / apartment,0,1,0,Other,1,52.0,56,0,C
5135810,F,N,Y,0,90000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Laborers,2,10.0,53,7,X
5067788,M,Y,N,2More,450000.0,Working,Secondary special,Married,House / apartment,0,0,1,Drivers,3More,2.0,41,19,0
5113233,F,N,Y,1,135000.0,Commercial associate,Secondary special,Civil marriage,House / apartment,0,0,1,Other,3More,25.0,29,6,X
5091920,F,N,Y,0,67500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,53.0,65,0,C
5148820,F,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,Managers,2,50.0,54,12,C
5024514,F,N,Y,0,94500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,53.0,64,0,C
5143345,M,N,N,1,216000.0,Working,Secondary special,Married,Municipal apartment,0,0,1,Laborers,3More,19.0,35,6,C
5025681,F,Y,N,1,135000.0,State servant,Secondary special,Married,House / apartment,1,1,0,Medicine staff,3More,48.0,39,5,C
5091443,F,N,Y,2More,90000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Low-skill Laborers,3More,32.0,45,15,C
5045303,F,Y,Y,0,270000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2,59.0,60,34,X
